"","latitud","longitud","cadenaComercial","categoria","anioR","mesR","precio_mean"
"3355",21.121089,-101.687177,"TORTILLERIAS TRADICIONALES","TORTILLAS Y DERIVADOS DEL MAIZ",2015,10,12
"3356",21.121089,-101.687177,"TORTILLERIAS TRADICIONALES","TORTILLAS Y DERIVADOS DEL MAIZ",2015,11,12
"3357",21.121089,-101.687177,"TORTILLERIAS TRADICIONALES","TORTILLAS Y DERIVADOS DEL MAIZ",2015,12,12
"3358",21.121089,-101.687177,"TORTILLERIAS TRADICIONALES","TORTILLAS Y DERIVADOS DEL MAIZ",2016,1,12
"3359",21.121089,-101.687177,"TORTILLERIAS TRADICIONALES","TORTILLAS Y DERIVADOS DEL MAIZ",2016,2,12
"3360",21.121089,-101.687177,"TORTILLERIAS TRADICIONALES","TORTILLAS Y DERIVADOS DEL MAIZ",2016,3,12
"3361",21.121089,-101.687177,"TORTILLERIAS TRADICIONALES","TORTILLAS Y DERIVADOS DEL MAIZ",2016,4,12
"3362",21.121355,-101.683285,"ORZO ARTICULOS ESCOLARES Y DE OFICINA","MATERIAL ESCOLAR",2015,1,40.6181818181818
"3363",21.121355,-101.683285,"ORZO ARTICULOS ESCOLARES Y DE OFICINA","MATERIAL ESCOLAR",2015,2,44.2888888888889
"3364",21.121355,-101.683285,"ORZO ARTICULOS ESCOLARES Y DE OFICINA","MATERIAL ESCOLAR",2015,3,48.6727272727273
"3365",21.121355,-101.683285,"ORZO ARTICULOS ESCOLARES Y DE OFICINA","MATERIAL ESCOLAR",2015,4,46.5555555555556
"3366",21.121355,-101.683285,"ORZO ARTICULOS ESCOLARES Y DE OFICINA","MATERIAL ESCOLAR",2015,5,45.6170212765957
"3367",21.121355,-101.683285,"ORZO ARTICULOS ESCOLARES Y DE OFICINA","MATERIAL ESCOLAR",2015,6,44.8733333333333
"3368",21.121355,-101.683285,"ORZO ARTICULOS ESCOLARES Y DE OFICINA","MATERIAL ESCOLAR",2015,7,42.6980620155039
"3369",21.121355,-101.683285,"ORZO ARTICULOS ESCOLARES Y DE OFICINA","MATERIAL ESCOLAR",2015,8,45.3714285714286
"3370",21.121355,-101.683285,"ORZO ARTICULOS ESCOLARES Y DE OFICINA","MATERIAL ESCOLAR",2015,9,44.357
"3371",21.121355,-101.683285,"ORZO ARTICULOS ESCOLARES Y DE OFICINA","MATERIAL ESCOLAR",2015,10,54.6111111111111
"3372",21.121355,-101.683285,"ORZO ARTICULOS ESCOLARES Y DE OFICINA","MATERIAL ESCOLAR",2015,11,52.3888888888889
"3373",21.121355,-101.683285,"ORZO ARTICULOS ESCOLARES Y DE OFICINA","MATERIAL ESCOLAR",2016,1,54.1851851851852
"3374",21.121355,-101.683285,"ORZO ARTICULOS ESCOLARES Y DE OFICINA","MATERIAL ESCOLAR",2016,2,43.875
"3375",21.121355,-101.683285,"ORZO ARTICULOS ESCOLARES Y DE OFICINA","MATERIAL ESCOLAR",2016,3,49.4038461538462
"3376",21.121355,-101.683285,"ORZO ARTICULOS ESCOLARES Y DE OFICINA","MATERIAL ESCOLAR",2016,4,49.1090909090909
"3377",21.121582,-101.684368,"PAPELERIA TONY","MATERIAL ESCOLAR",2015,1,42.1688524590164
"3378",21.121582,-101.684368,"PAPELERIA TONY","MATERIAL ESCOLAR",2015,2,39.1029535864979
"3379",21.121582,-101.684368,"PAPELERIA TONY","MATERIAL ESCOLAR",2015,4,41.3165803108808
"3380",21.121582,-101.684368,"PAPELERIA TONY","MATERIAL ESCOLAR",2015,5,41.6717391304348
"3381",21.121582,-101.684368,"PAPELERIA TONY","MATERIAL ESCOLAR",2015,6,40.878247734139
"3382",21.121582,-101.684368,"PAPELERIA TONY","MATERIAL ESCOLAR",2015,7,40.3490099009901
"3383",21.121582,-101.684368,"PAPELERIA TONY","MATERIAL ESCOLAR",2015,8,41.123568627451
"3384",21.121582,-101.684368,"PAPELERIA TONY","MATERIAL ESCOLAR",2015,9,41.3918287937743
"3385",21.121582,-101.684368,"PAPELERIA TONY","MATERIAL ESCOLAR",2015,10,43.7786666666667
"3386",21.121582,-101.684368,"PAPELERIA TONY","MATERIAL ESCOLAR",2016,1,46.3409523809524
"3387",21.121582,-101.684368,"PAPELERIA TONY","MATERIAL ESCOLAR",2016,2,46.3504424778761
"3388",21.121582,-101.684368,"PAPELERIA TONY","MATERIAL ESCOLAR",2016,4,47.1754901960784
"3389",21.121642,-101.679657,"LIBRERIA LIBRO CENTRO","MATERIAL ESCOLAR",2015,8,297.704379562044
"3390",21.122316,-101.681707,"UNIFORMES DEL SOL","MATERIAL ESCOLAR",2015,7,91.0827956989247
"3391",21.122316,-101.681707,"UNIFORMES DEL SOL","MATERIAL ESCOLAR",2015,8,84.2535211267606
"3392",21.122316,-101.681707,"UNIFORMES DEL SOL","MATERIAL ESCOLAR",2015,9,83.28125
"3393",21.122334,-101.686614,"TORTILLERIAS TRADICIONALES","TORTILLAS Y DERIVADOS DEL MAIZ",2015,1,12
"3394",21.122334,-101.686614,"TORTILLERIAS TRADICIONALES","TORTILLAS Y DERIVADOS DEL MAIZ",2015,2,12
"3395",21.122334,-101.686614,"TORTILLERIAS TRADICIONALES","TORTILLAS Y DERIVADOS DEL MAIZ",2015,3,12
"3396",21.122334,-101.686614,"TORTILLERIAS TRADICIONALES","TORTILLAS Y DERIVADOS DEL MAIZ",2015,4,12
"3397",21.122334,-101.686614,"TORTILLERIAS TRADICIONALES","TORTILLAS Y DERIVADOS DEL MAIZ",2015,5,12
"3398",21.122334,-101.686614,"TORTILLERIAS TRADICIONALES","TORTILLAS Y DERIVADOS DEL MAIZ",2015,6,12
"3399",21.122334,-101.686614,"TORTILLERIAS TRADICIONALES","TORTILLAS Y DERIVADOS DEL MAIZ",2015,7,12
"3400",21.122334,-101.686614,"TORTILLERIAS TRADICIONALES","TORTILLAS Y DERIVADOS DEL MAIZ",2015,8,12
"3401",21.122334,-101.686614,"TORTILLERIAS TRADICIONALES","TORTILLAS Y DERIVADOS DEL MAIZ",2015,9,12
"3402",21.122334,-101.686614,"TORTILLERIAS TRADICIONALES","TORTILLAS Y DERIVADOS DEL MAIZ",2015,10,12
"3403",21.122334,-101.686614,"TORTILLERIAS TRADICIONALES","TORTILLAS Y DERIVADOS DEL MAIZ",2015,11,12
"3404",21.122334,-101.686614,"TORTILLERIAS TRADICIONALES","TORTILLAS Y DERIVADOS DEL MAIZ",2015,12,12
"3405",21.122334,-101.686614,"TORTILLERIAS TRADICIONALES","TORTILLAS Y DERIVADOS DEL MAIZ",2016,1,12
"3406",21.122334,-101.686614,"TORTILLERIAS TRADICIONALES","TORTILLAS Y DERIVADOS DEL MAIZ",2016,2,12
"3407",21.122334,-101.686614,"TORTILLERIAS TRADICIONALES","TORTILLAS Y DERIVADOS DEL MAIZ",2016,3,12
"3408",21.122334,-101.686614,"TORTILLERIAS TRADICIONALES","TORTILLAS Y DERIVADOS DEL MAIZ",2016,4,12.25
"3409",21.122525,-101.68418,"UNIFORMES ACOSTA","MATERIAL ESCOLAR",2015,7,124.236363636364
"3410",21.122525,-101.68418,"UNIFORMES ACOSTA","MATERIAL ESCOLAR",2015,8,123.31914893617
"3411",21.122525,-101.68418,"UNIFORMES ACOSTA","MATERIAL ESCOLAR",2015,9,110.210526315789
"3412",21.122608,-101.687216,"PESCADERIA BAHIA DE KINO","PESCADOS Y MARISCOS",2015,1,48
"3413",21.122608,-101.687216,"PESCADERIA BAHIA DE KINO","PESCADOS Y MARISCOS",2015,2,95
"3414",21.122608,-101.687216,"PESCADERIA BAHIA DE KINO","PESCADOS Y MARISCOS",2015,3,80.9615384615385
"3415",21.122608,-101.687216,"PESCADERIA BAHIA DE KINO","PESCADOS Y MARISCOS",2015,4,70
"3416",21.122608,-101.687216,"PESCADERIA BAHIA DE KINO","PESCADOS Y MARISCOS",2015,5,109.375
"3417",21.122608,-101.687216,"PESCADERIA BAHIA DE KINO","PESCADOS Y MARISCOS",2015,6,60.8333333333333
"3418",21.122608,-101.687216,"PESCADERIA BAHIA DE KINO","PESCADOS Y MARISCOS",2015,7,67
"3419",21.122608,-101.687216,"PESCADERIA BAHIA DE KINO","PESCADOS Y MARISCOS",2015,8,66
"3420",21.122608,-101.687216,"PESCADERIA BAHIA DE KINO","PESCADOS Y MARISCOS",2015,10,105.142857142857
"3421",21.122608,-101.687216,"PESCADERIA BAHIA DE KINO","PESCADOS Y MARISCOS",2015,11,95.3333333333333
"3422",21.122608,-101.687216,"PESCADERIA BAHIA DE KINO","PESCADOS Y MARISCOS",2016,1,116.111111111111
"3423",21.122608,-101.687216,"PESCADERIA BAHIA DE KINO","PESCADOS Y MARISCOS",2016,2,106.259259259259
"3424",21.122608,-101.687216,"PESCADERIA BAHIA DE KINO","PESCADOS Y MARISCOS",2016,3,105.588235294118
"3425",21.122608,-101.687216,"PESCADERIA BAHIA DE KINO","PESCADOS Y MARISCOS",2016,4,102.857142857143
"3426",21.122608,-101.687216,"PESCADERIA BAHIA DE KINO","PESCADOS Y MARISCOS EN CONSERVA",2015,1,125
"3427",21.122608,-101.687216,"PESCADERIA BAHIA DE KINO","PESCADOS Y MARISCOS EN CONSERVA",2015,2,125
"3428",21.122608,-101.687216,"PESCADERIA BAHIA DE KINO","PESCADOS Y MARISCOS EN CONSERVA",2015,3,125
"3429",21.122608,-101.687216,"PESCADERIA BAHIA DE KINO","PESCADOS Y MARISCOS EN CONSERVA",2015,4,125
"3430",21.122608,-101.687216,"PESCADERIA BAHIA DE KINO","PESCADOS Y MARISCOS EN CONSERVA",2015,5,125
"3431",21.122608,-101.687216,"PESCADERIA BAHIA DE KINO","PESCADOS Y MARISCOS EN CONSERVA",2015,6,125
"3432",21.122608,-101.687216,"PESCADERIA BAHIA DE KINO","PESCADOS Y MARISCOS EN CONSERVA",2015,7,125
"3433",21.122608,-101.687216,"PESCADERIA BAHIA DE KINO","PESCADOS Y MARISCOS EN CONSERVA",2015,8,125
"3434",21.122608,-101.687216,"PESCADERIA BAHIA DE KINO","PESCADOS Y MARISCOS EN CONSERVA",2015,10,125
"3435",21.122608,-101.687216,"PESCADERIA BAHIA DE KINO","PESCADOS Y MARISCOS EN CONSERVA",2016,1,125
"3436",21.122608,-101.687216,"PESCADERIA BAHIA DE KINO","PESCADOS Y MARISCOS EN CONSERVA",2016,2,125
"3437",21.122608,-101.687216,"PESCADERIA BAHIA DE KINO","PESCADOS Y MARISCOS EN CONSERVA",2016,3,125
"3438",21.122608,-101.687216,"PESCADERIA BAHIA DE KINO","PESCADOS Y MARISCOS EN CONSERVA",2016,4,125
"3439",21.122775,-101.685398,"MERCADO PUBLICO","ACEITES Y GRASAS VEG. COMESTIBLES",2015,1,23.5666666666667
"3440",21.122775,-101.685398,"MERCADO PUBLICO","ACEITES Y GRASAS VEG. COMESTIBLES",2015,2,23.8285714285714
"3441",21.122775,-101.685398,"MERCADO PUBLICO","ACEITES Y GRASAS VEG. COMESTIBLES",2015,3,23.5633333333333
"3442",21.122775,-101.685398,"MERCADO PUBLICO","ACEITES Y GRASAS VEG. COMESTIBLES",2015,4,23.4642857142857
"3443",21.122775,-101.685398,"MERCADO PUBLICO","ACEITES Y GRASAS VEG. COMESTIBLES",2015,5,20.4583333333333
"3444",21.122775,-101.685398,"MERCADO PUBLICO","ACEITES Y GRASAS VEG. COMESTIBLES",2015,6,21.8205882352941
"3445",21.122775,-101.685398,"MERCADO PUBLICO","ACEITES Y GRASAS VEG. COMESTIBLES",2015,7,20.7653846153846
"3446",21.122775,-101.685398,"MERCADO PUBLICO","ACEITES Y GRASAS VEG. COMESTIBLES",2015,8,22.5714285714286
"3447",21.122775,-101.685398,"MERCADO PUBLICO","ACEITES Y GRASAS VEG. COMESTIBLES",2015,9,19.7777777777778
"3448",21.122775,-101.685398,"MERCADO PUBLICO","ACEITES Y GRASAS VEG. COMESTIBLES",2015,10,22
"3449",21.122775,-101.685398,"MERCADO PUBLICO","ACEITES Y GRASAS VEG. COMESTIBLES",2015,11,25.25
"3450",21.122775,-101.685398,"MERCADO PUBLICO","ACEITES Y GRASAS VEG. COMESTIBLES",2015,12,28.9090909090909
"3451",21.122775,-101.685398,"MERCADO PUBLICO","ACEITES Y GRASAS VEG. COMESTIBLES",2016,1,30.25
"3452",21.122775,-101.685398,"MERCADO PUBLICO","ACEITES Y GRASAS VEG. COMESTIBLES",2016,2,28.7
"3453",21.122775,-101.685398,"MERCADO PUBLICO","ACEITES Y GRASAS VEG. COMESTIBLES",2016,3,27.7142857142857
"3454",21.122775,-101.685398,"MERCADO PUBLICO","ACEITES Y GRASAS VEG. COMESTIBLES",2016,4,28.8888888888889
"3455",21.122775,-101.685398,"MERCADO PUBLICO","ARROZ Y CEREALES PREPARADOS",2015,1,24
"3456",21.122775,-101.685398,"MERCADO PUBLICO","ARROZ Y CEREALES PREPARADOS",2015,2,10.1666666666667
"3457",21.122775,-101.685398,"MERCADO PUBLICO","ARROZ Y CEREALES PREPARADOS",2015,3,21
"3458",21.122775,-101.685398,"MERCADO PUBLICO","ARROZ Y CEREALES PREPARADOS",2015,4,20.8125
"3459",21.122775,-101.685398,"MERCADO PUBLICO","ARROZ Y CEREALES PREPARADOS",2015,5,32.6363636363636
"3460",21.122775,-101.685398,"MERCADO PUBLICO","ARROZ Y CEREALES PREPARADOS",2015,6,33.75
"3461",21.122775,-101.685398,"MERCADO PUBLICO","ARROZ Y CEREALES PREPARADOS",2015,7,11.875
"3462",21.122775,-101.685398,"MERCADO PUBLICO","ARROZ Y CEREALES PREPARADOS",2015,8,22.2857142857143
"3463",21.122775,-101.685398,"MERCADO PUBLICO","ARROZ Y CEREALES PREPARADOS",2015,9,33.9285714285714
"3464",21.122775,-101.685398,"MERCADO PUBLICO","ARROZ Y CEREALES PREPARADOS",2015,10,41.25
"3465",21.122775,-101.685398,"MERCADO PUBLICO","ARROZ Y CEREALES PREPARADOS",2015,12,24.1428571428571
"3466",21.122775,-101.685398,"MERCADO PUBLICO","ARROZ Y CEREALES PREPARADOS",2016,1,34.8
"3467",21.122775,-101.685398,"MERCADO PUBLICO","ARROZ Y CEREALES PREPARADOS",2016,2,27.4444444444444
"3468",21.122775,-101.685398,"MERCADO PUBLICO","ARROZ Y CEREALES PREPARADOS",2016,3,17.6666666666667
"3469",21.122775,-101.685398,"MERCADO PUBLICO","ARROZ Y CEREALES PREPARADOS",2016,4,26.9
"3470",21.122775,-101.685398,"MERCADO PUBLICO","ARTS. DE PAPEL P/HIGIENE PERSONAL",2015,1,19
"3471",21.122775,-101.685398,"MERCADO PUBLICO","ARTS. DE PAPEL P/HIGIENE PERSONAL",2015,2,19
"3472",21.122775,-101.685398,"MERCADO PUBLICO","ARTS. DE PAPEL P/HIGIENE PERSONAL",2015,3,15
"3473",21.122775,-101.685398,"MERCADO PUBLICO","ARTS. DE PAPEL P/HIGIENE PERSONAL",2015,4,13
"3474",21.122775,-101.685398,"MERCADO PUBLICO","ARTS. DE PAPEL P/HIGIENE PERSONAL",2015,5,18.5
"3475",21.122775,-101.685398,"MERCADO PUBLICO","ARTS. DE PAPEL P/HIGIENE PERSONAL",2015,6,14
"3476",21.122775,-101.685398,"MERCADO PUBLICO","ARTS. DE PAPEL P/HIGIENE PERSONAL",2015,7,24
"3477",21.122775,-101.685398,"MERCADO PUBLICO","ARTS. DE PAPEL P/HIGIENE PERSONAL",2015,10,13.25
"3478",21.122775,-101.685398,"MERCADO PUBLICO","ARTS. DE PAPEL P/HIGIENE PERSONAL",2015,12,25
"3479",21.122775,-101.685398,"MERCADO PUBLICO","ARTS. DE PAPEL P/HIGIENE PERSONAL",2016,1,25
"3480",21.122775,-101.685398,"MERCADO PUBLICO","ARTS. DE PAPEL P/HIGIENE PERSONAL",2016,2,22.5
"3481",21.122775,-101.685398,"MERCADO PUBLICO","ARTS. DE PAPEL P/HIGIENE PERSONAL",2016,3,17
"3482",21.122775,-101.685398,"MERCADO PUBLICO","ARTS. DE PAPEL P/HIGIENE PERSONAL",2016,4,21
"3483",21.122775,-101.685398,"MERCADO PUBLICO","ARTS. PARA EL CUIDADO PERSONAL",2015,1,12.5
"3484",21.122775,-101.685398,"MERCADO PUBLICO","ARTS. PARA EL CUIDADO PERSONAL",2015,2,19
"3485",21.122775,-101.685398,"MERCADO PUBLICO","ARTS. PARA EL CUIDADO PERSONAL",2015,3,12.5
"3486",21.122775,-101.685398,"MERCADO PUBLICO","ARTS. PARA EL CUIDADO PERSONAL",2015,4,12
"3487",21.122775,-101.685398,"MERCADO PUBLICO","ARTS. PARA EL CUIDADO PERSONAL",2015,5,12
"3488",21.122775,-101.685398,"MERCADO PUBLICO","ARTS. PARA EL CUIDADO PERSONAL",2015,6,13
"3489",21.122775,-101.685398,"MERCADO PUBLICO","ARTS. PARA EL CUIDADO PERSONAL",2015,7,11
"3490",21.122775,-101.685398,"MERCADO PUBLICO","ARTS. PARA EL CUIDADO PERSONAL",2015,8,11.5
"3491",21.122775,-101.685398,"MERCADO PUBLICO","ARTS. PARA EL CUIDADO PERSONAL",2016,1,26
"3492",21.122775,-101.685398,"MERCADO PUBLICO","CAFE",2015,1,51.25
"3493",21.122775,-101.685398,"MERCADO PUBLICO","CAFE",2015,2,52.075
"3494",21.122775,-101.685398,"MERCADO PUBLICO","CAFE",2015,3,51.25
"3495",21.122775,-101.685398,"MERCADO PUBLICO","CAFE",2015,4,42.5
"3496",21.122775,-101.685398,"MERCADO PUBLICO","CAFE",2015,5,48.25
"3497",21.122775,-101.685398,"MERCADO PUBLICO","CAFE",2015,6,56.65
"3498",21.122775,-101.685398,"MERCADO PUBLICO","CAFE",2015,7,54.3333333333333
"3499",21.122775,-101.685398,"MERCADO PUBLICO","CAFE",2015,8,44
"3500",21.122775,-101.685398,"MERCADO PUBLICO","CAFE",2015,9,36.5
"3501",21.122775,-101.685398,"MERCADO PUBLICO","CAFE",2015,10,51.6666666666667
"3502",21.122775,-101.685398,"MERCADO PUBLICO","CAFE",2015,11,51.5
"3503",21.122775,-101.685398,"MERCADO PUBLICO","CAFE",2015,12,32.75
"3504",21.122775,-101.685398,"MERCADO PUBLICO","CAFE",2016,1,43.6428571428571
"3505",21.122775,-101.685398,"MERCADO PUBLICO","CAFE",2016,2,39.75
"3506",21.122775,-101.685398,"MERCADO PUBLICO","CAFE",2016,3,44.5
"3507",21.122775,-101.685398,"MERCADO PUBLICO","CAFE",2016,4,41
"3508",21.122775,-101.685398,"MERCADO PUBLICO","CARNE DE AVE",2015,1,46.6333333333333
"3509",21.122775,-101.685398,"MERCADO PUBLICO","CARNE DE AVE",2015,2,46.2
"3510",21.122775,-101.685398,"MERCADO PUBLICO","CARNE DE AVE",2015,3,47.1416666666667
"3511",21.122775,-101.685398,"MERCADO PUBLICO","CARNE DE AVE",2015,4,48.0166666666667
"3512",21.122775,-101.685398,"MERCADO PUBLICO","CARNE DE AVE",2015,5,48.3
"3513",21.122775,-101.685398,"MERCADO PUBLICO","CARNE DE AVE",2015,6,47.3666666666667
"3514",21.122775,-101.685398,"MERCADO PUBLICO","CARNE DE AVE",2015,7,46.55
"3515",21.122775,-101.685398,"MERCADO PUBLICO","CARNE DE AVE",2015,8,47.3538461538462
"3516",21.122775,-101.685398,"MERCADO PUBLICO","CARNE DE AVE",2015,9,49.3083333333333
"3517",21.122775,-101.685398,"MERCADO PUBLICO","CARNE DE AVE",2015,10,45.36
"3518",21.122775,-101.685398,"MERCADO PUBLICO","CARNE DE AVE",2015,11,45.8666666666667
"3519",21.122775,-101.685398,"MERCADO PUBLICO","CARNE DE AVE",2015,12,46.7166666666667
"3520",21.122775,-101.685398,"MERCADO PUBLICO","CARNE DE AVE",2016,1,47.65
"3521",21.122775,-101.685398,"MERCADO PUBLICO","CARNE DE AVE",2016,2,45.9666666666667
"3522",21.122775,-101.685398,"MERCADO PUBLICO","CARNE DE AVE",2016,3,46.8555555555556
"3523",21.122775,-101.685398,"MERCADO PUBLICO","CARNE DE AVE",2016,4,48.9666666666667
"3524",21.122775,-101.685398,"MERCADO PUBLICO","CARNE Y VISCERAS DE CERDO",2015,1,59.8928571428571
"3525",21.122775,-101.685398,"MERCADO PUBLICO","CARNE Y VISCERAS DE CERDO",2015,2,58.8181818181818
"3526",21.122775,-101.685398,"MERCADO PUBLICO","CARNE Y VISCERAS DE CERDO",2015,3,58.1785714285714
"3527",21.122775,-101.685398,"MERCADO PUBLICO","CARNE Y VISCERAS DE CERDO",2015,4,55.962962962963
"3528",21.122775,-101.685398,"MERCADO PUBLICO","CARNE Y VISCERAS DE CERDO",2015,5,55.6666666666667
"3529",21.122775,-101.685398,"MERCADO PUBLICO","CARNE Y VISCERAS DE CERDO",2015,6,57.7575757575758
"3530",21.122775,-101.685398,"MERCADO PUBLICO","CARNE Y VISCERAS DE CERDO",2015,7,56.9285714285714
"3531",21.122775,-101.685398,"MERCADO PUBLICO","CARNE Y VISCERAS DE CERDO",2015,8,57.3103448275862
"3532",21.122775,-101.685398,"MERCADO PUBLICO","CARNE Y VISCERAS DE CERDO",2015,9,58.8333333333333
"3533",21.122775,-101.685398,"MERCADO PUBLICO","CARNE Y VISCERAS DE CERDO",2015,10,65.1117647058824
"3534",21.122775,-101.685398,"MERCADO PUBLICO","CARNE Y VISCERAS DE CERDO",2015,11,67.5
"3535",21.122775,-101.685398,"MERCADO PUBLICO","CARNE Y VISCERAS DE CERDO",2015,12,67.2
"3536",21.122775,-101.685398,"MERCADO PUBLICO","CARNE Y VISCERAS DE CERDO",2016,1,69.3333333333333
"3537",21.122775,-101.685398,"MERCADO PUBLICO","CARNE Y VISCERAS DE CERDO",2016,2,67.8125
"3538",21.122775,-101.685398,"MERCADO PUBLICO","CARNE Y VISCERAS DE CERDO",2016,3,67.3333333333333
"3539",21.122775,-101.685398,"MERCADO PUBLICO","CARNE Y VISCERAS DE CERDO",2016,4,66.5625
"3540",21.122775,-101.685398,"MERCADO PUBLICO","CARNE Y VISCERAS DE RES",2015,1,100.575
"3541",21.122775,-101.685398,"MERCADO PUBLICO","CARNE Y VISCERAS DE RES",2015,2,100.903225806452
"3542",21.122775,-101.685398,"MERCADO PUBLICO","CARNE Y VISCERAS DE RES",2015,3,101.051282051282
"3543",21.122775,-101.685398,"MERCADO PUBLICO","CARNE Y VISCERAS DE RES",2015,4,101.45
"3544",21.122775,-101.685398,"MERCADO PUBLICO","CARNE Y VISCERAS DE RES",2015,5,101.358974358974
"3545",21.122775,-101.685398,"MERCADO PUBLICO","CARNE Y VISCERAS DE RES",2015,6,101.1
"3546",21.122775,-101.685398,"MERCADO PUBLICO","CARNE Y VISCERAS DE RES",2015,7,102.075
"3547",21.122775,-101.685398,"MERCADO PUBLICO","CARNE Y VISCERAS DE RES",2015,8,101.975
"3548",21.122775,-101.685398,"MERCADO PUBLICO","CARNE Y VISCERAS DE RES",2015,9,109.428571428571
"3549",21.122775,-101.685398,"MERCADO PUBLICO","CARNE Y VISCERAS DE RES",2015,10,123.217391304348
"3550",21.122775,-101.685398,"MERCADO PUBLICO","CARNE Y VISCERAS DE RES",2015,11,118.941176470588
"3551",21.122775,-101.685398,"MERCADO PUBLICO","CARNE Y VISCERAS DE RES",2015,12,124.260869565217
"3552",21.122775,-101.685398,"MERCADO PUBLICO","CARNE Y VISCERAS DE RES",2016,1,122.72
"3553",21.122775,-101.685398,"MERCADO PUBLICO","CARNE Y VISCERAS DE RES",2016,2,123.583333333333
"3554",21.122775,-101.685398,"MERCADO PUBLICO","CARNE Y VISCERAS DE RES",2016,3,122.777777777778
"3555",21.122775,-101.685398,"MERCADO PUBLICO","CARNE Y VISCERAS DE RES",2016,4,124.826086956522
"3556",21.122775,-101.685398,"MERCADO PUBLICO","CARNES FRIAS SECAS Y EMBUTIDOS",2015,3,29.5
"3557",21.122775,-101.685398,"MERCADO PUBLICO","CARNES FRIAS SECAS Y EMBUTIDOS",2015,6,31
"3558",21.122775,-101.685398,"MERCADO PUBLICO","CARNES FRIAS SECAS Y EMBUTIDOS",2015,10,29.95
"3559",21.122775,-101.685398,"MERCADO PUBLICO","CHOCOLATES Y GOLOSINAS",2015,1,21.7692307692308
"3560",21.122775,-101.685398,"MERCADO PUBLICO","CHOCOLATES Y GOLOSINAS",2015,2,21
"3561",21.122775,-101.685398,"MERCADO PUBLICO","CHOCOLATES Y GOLOSINAS",2015,3,22.25
"3562",21.122775,-101.685398,"MERCADO PUBLICO","CHOCOLATES Y GOLOSINAS",2015,4,27.4909090909091
"3563",21.122775,-101.685398,"MERCADO PUBLICO","CHOCOLATES Y GOLOSINAS",2015,5,23.4285714285714
"3564",21.122775,-101.685398,"MERCADO PUBLICO","CHOCOLATES Y GOLOSINAS",2015,6,25.125
"3565",21.122775,-101.685398,"MERCADO PUBLICO","CHOCOLATES Y GOLOSINAS",2015,7,23.76
"3566",21.122775,-101.685398,"MERCADO PUBLICO","CHOCOLATES Y GOLOSINAS",2015,8,31.2
"3567",21.122775,-101.685398,"MERCADO PUBLICO","CHOCOLATES Y GOLOSINAS",2015,9,30.4444444444444
"3568",21.122775,-101.685398,"MERCADO PUBLICO","CHOCOLATES Y GOLOSINAS",2015,10,10.6
"3569",21.122775,-101.685398,"MERCADO PUBLICO","CHOCOLATES Y GOLOSINAS",2015,11,30.4166666666667
"3570",21.122775,-101.685398,"MERCADO PUBLICO","CHOCOLATES Y GOLOSINAS",2015,12,26.2916666666667
"3571",21.122775,-101.685398,"MERCADO PUBLICO","CHOCOLATES Y GOLOSINAS",2016,1,25.3888888888889
"3572",21.122775,-101.685398,"MERCADO PUBLICO","CHOCOLATES Y GOLOSINAS",2016,2,25.1666666666667
"3573",21.122775,-101.685398,"MERCADO PUBLICO","CHOCOLATES Y GOLOSINAS",2016,3,23.8333333333333
"3574",21.122775,-101.685398,"MERCADO PUBLICO","CHOCOLATES Y GOLOSINAS",2016,4,19.7727272727273
"3575",21.122775,-101.685398,"MERCADO PUBLICO","CONDIMENTOS",2015,1,19.8763636363636
"3576",21.122775,-101.685398,"MERCADO PUBLICO","CONDIMENTOS",2015,2,18.1269230769231
"3577",21.122775,-101.685398,"MERCADO PUBLICO","CONDIMENTOS",2015,3,18.1447916666667
"3578",21.122775,-101.685398,"MERCADO PUBLICO","CONDIMENTOS",2015,4,18.6425531914894
"3579",21.122775,-101.685398,"MERCADO PUBLICO","CONDIMENTOS",2015,5,20.2282608695652
"3580",21.122775,-101.685398,"MERCADO PUBLICO","CONDIMENTOS",2015,6,21.9991803278689
"3581",21.122775,-101.685398,"MERCADO PUBLICO","CONDIMENTOS",2015,7,26.3336363636364
"3582",21.122775,-101.685398,"MERCADO PUBLICO","CONDIMENTOS",2015,8,23.5521739130435
"3583",21.122775,-101.685398,"MERCADO PUBLICO","CONDIMENTOS",2015,9,25.4032258064516
"3584",21.122775,-101.685398,"MERCADO PUBLICO","CONDIMENTOS",2015,10,25.8064516129032
"3585",21.122775,-101.685398,"MERCADO PUBLICO","CONDIMENTOS",2015,11,38.6404761904762
"3586",21.122775,-101.685398,"MERCADO PUBLICO","CONDIMENTOS",2015,12,23.3875
"3587",21.122775,-101.685398,"MERCADO PUBLICO","CONDIMENTOS",2016,1,31.0527777777778
"3588",21.122775,-101.685398,"MERCADO PUBLICO","CONDIMENTOS",2016,2,19.9024390243902
"3589",21.122775,-101.685398,"MERCADO PUBLICO","CONDIMENTOS",2016,3,19.9838709677419
"3590",21.122775,-101.685398,"MERCADO PUBLICO","CONDIMENTOS",2016,4,21.3461538461538
"3591",21.122775,-101.685398,"MERCADO PUBLICO","DERIVADOS DE LECHE",2015,1,19.1904761904762
"3592",21.122775,-101.685398,"MERCADO PUBLICO","DERIVADOS DE LECHE",2015,2,19.3291666666667
"3593",21.122775,-101.685398,"MERCADO PUBLICO","DERIVADOS DE LECHE",2015,3,18.3944444444444
